pid	margin	condition	start_date	end_date	lowstock
1498	10.2	new	202206140704	202609081400	false
1499	14.4	new	202209261435	202608261246	false
1500	16.3	new	202106280338	202710132239	false
1537	11.1	new	202009300641	202801181525	false
1546	12.9	new	202301222320	202709180708	false
118	13.8	new	202203270014	202702071448	false
126	15.9	new	202205190404	202611062252	false
130	13.5	new	202008241556	202703280911	false
236	14.6	new	202301100814	202711142312	false
244	12.3	new	202105260759	202701161405	false
119	18.9	new	202209031540	202703140541	false
133	13.3	new	202102261118	202711051655	false
218	10.4	used	202205200708	202801060638	false
230	18.0	new	202107140734	202704191651	false
298	15.3	new	202009031728	202803252119	false
425	11.1	new	202103031751	202609161032	false
627	12.0	new	202009071314	202801250143	false
676	16.3	new	202207081313	202708222241	false
2851	15.0	new	202203171554	202704251521	false
2852	19.6	new	202112100424	202802121511	false
2853	19.8	new	202103132328	202612212147	true
2854	13.5	new	202108100452	202710120708	false
1645	18.6	new	202103070052	202709151241	false
1869	12.8	new	202306190736	202801081336	false
2037	18.5	new	202209032031	202612211915	false
1808	19.4	new	202106101209	202611281932	true
2242	19.4	new	202205241345	202608081816	false
2245	13.6	new	202105141136	202710130823	true
2282	17.1	new	202109062352	202609120249	true
2302	10.7	new	202205130403	202705110018	false
2327	19.0	new	202009231558	202712141129	false
2329	19.4	new	202301080424	202612070955	false
2330	10.2	new	202110030036	202610100939	false
2331	15.5	new	202010120730	202612111014	false
2332	17.9	new	202307011219	202711230715	false
2339	15.4	new	202012161701	202701010716	false
2348	10.2	used	202008160517	202712160903	true
2349	19.0	new	202106082124	202612160618	true
2385	12.5	new	202303061918	202708160107	true
2389	11.0	new	202105212131	202611080753	false
2408	12.2	new	202106091113	202708131245	false
2703	19.2	new	202101151658	202711020748	false
2709	17.0	new	202010052328	202609101430	false
2711	18.2	new	202010080057	202801270732	true
2741	18.2	used	202209222334	202610071749	false
2743	13.0	new	202012040951	202705151801	false
2757	18.6	new	202010041321	202801011020	true
2834	15.4	new	202112051003	202802132335	false
2837	12.0	new	202209291356	202802260958	false
2843	15.3	new	202011200756	202607281150	false
2672	16.6	new	202107021251	202608121614	true
2676	19.9	used	202305292000	202708270642	false
2680	15.9	new	202305221408	202608022212	false
2702	16.4	new	202110041407	202612121817	true
2704	15.6	new	202210190359	202609280727	false
2706	13.4	new	202106081404	202801251242	true
2708	13.2	new	202210231225	202701021542	true
2710	16.0	new	202211020412	202802241537	false
2712	19.9	new	202211101211	202609161133	false
2716	13.8	new	202301120514	202610170857	false
2740	10.8	new	202207170601	202702170356	false
2744	13.2	new	202202242246	202701192254	false
2762	17.6	new	202010070202	202706151801	false
2778	15.0	new	202105062258	202712032219	false
2835	14.8	new	202204181429	202710132008	false
4011	11.0	new	202306080618	202609291554	false
4145	15.8	new	202010240848	202707011620	false
6203	15.6	new	202103240036	202702282040	true
6206	11.2	new	202102061025	202708062004	false
6204	15.5	new	202109222203	202609242342	false
6207	13.9	new	202110031616	202608120034	false
6216	16.1	new	202009210853	202802241452	false
6205	13.2	new	202105262337	202711272225	false
6222	15.5	new	202204030224	202803220029	false
6971	17.3	used	202206212244	202701012115	false
7047	18.9	new	202009290108	202701181140	false
7048	11.3	new	202202102019	202611210214	false
7052	18.9	new	202112040245	202803171646	false
7089	17.5	new	202205071730	202802110736	true
7094	17.3	new	202210300611	202703130428	false
7099	10.8	new	202011240145	202806121742	false
6966	10.7	new	202304112109	202710110605	true
7028	13.7	new	202108180424	202805161829	false
7354	13.5	new	202009271811	202705220838	false
7371	14.8	new	202202031134	202611290508	false
7373	17.2	new	202302151155	202712221354	false
7375	15.2	new	202102161020	202707132056	false
7427	16.8	new	202107211328	202805080811	false
7429	15.0	new	202206241016	202804250940	false
7860	11.1	used	202102250014	202712120710	false
7866	10.7	new	202301230721	202705092132	false
7902	19.1	new	202305150821	202704131257	false
8014	14.2	new	202009122308	202711051957	false
8225	14.4	used	202304191003	202607282343	false
7360	17.6	new	202103152320	202611062235	false
7578	12.5	new	202211262230	202712032319	false
7859	17.4	new	202109070023	202612031907	false
7867	13.8	new	202009142020	202803250240	false
7901	16.2	used	202211170032	202608310310	true
8013	14.4	new	202112240918	202803212244	false
8015	17.5	new	202211012201	202607241502	false
8118	17.4	new	202201121429	202705251848	false
8132	12.6	new	202303090330	202711071854	false
9246	12.2	new	202209151150	202703111645	false
9283	19.4	new	202104170930	202704222242	false
9285	14.7	used	202301011127	202801101145	false
9589	13.6	new	202101140356	202702140224	true
9641	18.9	new	202209161017	202704071150	false
9731	19.0	used	202008070535	202711111502	false
9789	16.8	new	202306222100	202702200032	false
9791	13.7	new	202112140024	202703230309	false
9245	16.7	new	202105141136	202611250334	false
9286	17.7	new	202110290343	202803231146	true
9311	10.6	new	202206282014	202701071130	false
9590	14.7	new	202203212145	202706260238	false
9640	16.1	new	202109270736	202703071828	false
9646	12.3	new	202103191437	202703041155	false
9788	14.1	new	202012251052	202712210607	false
9790	14.0	new	202101281953	202711150213	false
9792	12.5	new	202306080433	202706071608	false
10312	10.8	new	202107111618	202710050232	false
10313	19.8	new	202108271837	202612130304	true
10314	14.7	new	202203241219	202710171701	false
10360	18.3	new	202301082200	202803071522	false
10958	14.0	new	202010130001	202610090830	false
12037	12.5	new	202306040317	202701211303	false
12049	10.5	new	202202150602	202805091254	false
12173	16.4	new	202009241525	202612310028	false
12322	13.2	new	202111180707	202711221711	false
12362	11.2	new	202210200801	202612281207	false
13139	17.5	used	202212221016	202805230044	false
13149	17.8	new	202203050814	202607260558	false
13152	19.3	new	202208191844	202706262336	false
13153	14.8	new	202305181712	202703281037	false
13188	14.2	new	202010010233	202703111139	false
13189	14.5	new	202008231307	202705280806	false
13190	15.8	new	202110150557	202805030326	false
13196	15.7	new	202008120527	202710080127	false
13207	19.3	new	202204090958	202806202104	false
13246	15.5	used	202307211747	202702082137	false
13301	13.9	new	202306190420	202803291152	false
13309	15.3	used	202102090028	202710280150	false
13317	15.2	new	202101271847	202611052128	true
13321	14.3	new	202008291050	202712110432	false
13328	18.7	new	202212162141	202709071420	true
13543	18.7	new	202211300335	202611042145	false
13551	15.6	new	202012290452	202704190021	false
13599	16.6	new	202208121414	202607300844	false
13782	19.3	new	202210281926	202711190305	true
14001	11.7	used	202106251227	202801290927	false
14030	17.1	new	202201020940	202709130500	false
14114	13.9	new	202110062135	202703021840	false
12700	16.2	new	202102161750	202703310105	false
12749	16.0	new	202102141406	202703071537	false
12975	11.9	new	202011281138	202612282053	false
12987	18.3	new	202101141539	202711090511	false
12991	13.3	new	202202152320	202609020500	false
12701	12.9	new	202204271021	202804160239	false
12729	10.8	used	202210121123	202706021955	false
12756	17.8	used	202208291734	202704231458	false
14666	17.1	new	202010300544	202804142201	false
14677	14.4	new	202303181201	202610021414	false
14689	19.7	new	202201150702	202708270506	false
14695	15.1	new	202111030345	202701231837	true
14696	16.2	new	202211080629	202804292219	true
14703	14.1	used	202207231857	202706070653	false
14708	13.4	new	202109020235	202706071719	false
14709	10.1	new	202207120919	202610150135	false
14711	13.8	new	202010160521	202702020718	false
14714	17.8	new	202204281521	202711130225	false
14751	17.5	new	202110091316	202707110202	false
14754	17.4	new	202209012248	202611111221	false
14756	11.3	new	202305280430	202805130222	false
14757	17.3	used	202011281029	202705211450	false
14758	15.8	new	202210101303	202703021744	false
14759	10.1	used	202307182210	202706022010	false
14761	17.1	new	202304170857	202706171020	false
14768	10.1	new	202109121237	202706182234	false
14807	18.8	new	202010140914	202607101522	false
14808	19.8	new	202101210046	202710122022	true
14886	10.9	new	202306160945	202609040913	false
14887	10.5	new	202012300540	202804212115	false
14888	17.4	new	202210180150	202711250942	false
14895	13.0	new	202107031824	202710170615	true
14961	15.7	new	202211122227	202607262058	true
15134	17.9	used	202304030134	202802092101	false
15173	14.2	new	202201201902	202703221731	false
15191	11.3	new	202209120651	202608220542	false
15201	10.2	new	202209080637	202703100525	true
15204	16.0	new	202212011541	202707241117	false
15206	12.2	used	202105161407	202702151702	false
15210	15.4	new	202212141319	202803272332	false
15211	13.7	new	202202231510	202702070458	false
15212	19.1	used	202304171030	202611231404	false
15221	13.2	new	202305010918	202706271503	false
15264	19.7	new	202211201959	202704282117	false
15269	10.9	used	202106180544	202706161615	false
15273	10.8	new	202305272240	202707060452	false
15274	12.7	new	202104020605	202703212223	false
15284	19.5	new	202207260041	202712241757	false
15287	14.1	new	202211110512	202703261534	false
15288	17.7	new	202104161423	202610280343	false
15289	16.2	new	202209131158	202709100347	false
15290	11.3	new	202303040040	202711292101	false
15302	16.7	used	202201301227	202801300259	true
15306	11.6	new	202204022225	202702081411	false
15316	16.2	new	202201260042	202608291831	false
15318	16.4	new	202103020918	202801260015	false
15319	16.6	new	202102100434	202704110829	false
15320	12.1	new	202009152058	202703051915	false
15323	15.3	new	202008160113	202806010416	false
15325	19.7	new	202106022117	202710240135	false
15595	11.0	new	202212091900	202609262241	false
15596	16.1	new	202210032057	202704111543	false
15597	14.5	new	202210240407	202706100252	false
15598	11.5	new	202303210251	202806080011	false
15605	10.7	new	202108151355	202608181309	false
15608	10.2	new	202301121408	202706051412	false
15609	15.6	new	202105220601	202803270436	false
15610	14.2	new	202010011952	202804160809	false
15613	17.7	new	202011071055	202707180637	false
15614	11.1	used	202209260647	202711031635	false
15615	14.7	new	202210131627	202803281032	false
15616	14.8	new	202302220302	202708300740	false
15619	18.5	new	202202242359	202704162235	true
15621	13.7	new	202209122240	202701290043	false
15622	17.9	new	202111041739	202803160729	false
15627	14.4	used	202010151647	202802022259	false
15639	19.9	new	202306112047	202708230356	false
15680	16.8	new	202011060734	202702010620	true
15682	11.6	new	202304091734	202806041908	false
15688	11.9	new	202108250538	202607181912	false
15730	14.7	used	202009051651	202710170846	false
15746	15.8	used	202102181253	202608181922	false
15747	19.3	new	202203050348	202706271417	false
14280	18.7	used	202102162302	202805021116	false
16101	19.7	used	202305151105	202710281334	false
16273	12.4	new	202012182234	202701132010	false
16274	12.2	new	202109210238	202611030746	false
16277	18.8	new	202211251331	202611130803	false
16290	10.7	new	202104090939	202710231312	false
16328	19.7	new	202111300338	202709120206	false
16329	11.1	used	202101061630	202711032120	false
16423	10.4	new	202009121515	202805251757	true
16436	15.8	new	202201030654	202804242314	false
16627	13.6	new	202306270412	202710162134	false
16791	11.6	new	202208251249	202610110236	false
16812	18.0	new	202209160042	202801202131	true
16867	14.6	new	202305290531	202612281714	false
16872	17.1	used	202206051709	202608090638	false
16949	11.4	new	202103170059	202805072328	true
17176	16.2	new	202109131429	202704160728	false
15759	18.9	new	202203102124	202709090800	true
15761	19.0	new	202303041408	202802130344	false
15818	16.0	new	202108131526	202704130756	false
15820	18.0	new	202203161249	202805281857	false
15822	13.0	new	202208191109	202701051509	true
16029	14.5	new	202301090758	202801041934	false
16083	11.8	new	202102152206	202803112105	false
16097	10.2	new	202303161918	202709151314	false
16099	12.6	new	202209062113	202801031855	true
15760	16.5	new	202012170447	202801020756	false
15809	17.1	new	202012301051	202704110212	false
15819	19.9	new	202209150313	202708220336	false
15821	15.8	new	202105310619	202806070516	false
15823	12.3	new	202103161112	202802250130	false
15991	11.6	new	202201142039	202804050529	true
15995	15.4	new	202109282013	202608081348	false
16030	11.6	used	202102060115	202612061722	false
16056	13.1	new	202105070833	202707180436	true
16082	13.0	used	202205061735	202802290611	false
16084	11.7	new	202212121505	202608312014	true
16090	11.7	new	202111301041	202611041047	true
16098	16.6	new	202210270733	202802222201	false
16100	11.0	new	202204150256	202804071834	false
17403	19.6	new	202009282004	202612081027	false
17406	11.9	new	202204010133	202702110322	false
17666	15.7	used	202012270021	202612240611	false
17686	19.5	new	202205041833	202710030745	true
17819	17.5	new	202207262020	202705011622	false
17825	11.9	new	202012091617	202711100301	false
17835	17.6	new	202011171416	202805191203	false
17880	14.5	new	202011061924	202705130502	false
17883	14.3	new	202305031035	202708040601	true
17886	11.3	new	202207050819	202612081900	false
17901	14.4	new	202111032023	202705261659	false
17919	17.8	used	202102061423	202702192140	false
17922	12.9	new	202301021815	202802031049	false
17925	16.6	new	202302051207	202610150143	false
17928	14.5	new	202009051500	202805090219	false
17937	15.0	new	202104200153	202702130131	true
18181	16.3	new	202108202334	202705091421	false
17402	14.3	new	202211200010	202702061331	false
17405	15.8	new	202101021619	202611292045	false
17818	20.0	new	202107171943	202610210107	false
17834	11.8	new	202202022327	202706112218	true
17404	14.3	new	202010140516	202703051807	false
17407	13.2	new	202012221126	202805060918	false
17808	17.9	new	202105021731	202612072244	false
17817	10.2	new	202206280651	202801160232	false
17820	19.8	new	202012220327	202805250147	false
17827	13.1	new	202105150606	202709231254	false
17839	15.7	new	202009192359	202704061330	false
17842	12.8	new	202306090747	202704172008	false
17875	11.3	new	202111302339	202706020716	false
17885	10.2	new	202106131446	202609290213	false
17888	15.7	used	202012070349	202707030510	true
17891	13.7	new	202301270905	202803311106	false
17920	11.3	new	202201281908	202607261747	false
17921	16.3	new	202106291621	202608062340	false
17923	17.9	new	202307011053	202804042021	false
17926	13.2	new	202206071434	202610041035	false
17929	15.9	new	202008080504	202702082230	false
17930	10.7	new	202108172322	202710210204	false
17945	16.6	new	202108151209	202710071414	false
18203	19.3	new	202203312234	202710042117	false
18507	19.3	new	202202230302	202702070825	false
18511	18.1	new	202010030513	202704040902	false
18515	14.4	new	202110131433	202712221831	false
18558	13.3	new	202108141524	202707230428	false
18559	16.3	used	202112241830	202704260325	false
18567	10.6	new	202108291549	202610020427	false
18568	16.1	new	202304120311	202803010710	false
18569	18.5	used	202205171313	202612241702	true
18572	14.9	used	202102200718	202610210321	true
18573	12.7	new	202208092248	202708081225	false
18579	15.8	used	202205090739	202801191610	false
18618	12.2	new	202206080005	202708030508	false
19469	20.0	new	202107302359	202805151520	false
19470	15.9	new	202012090323	202609162349	true
19473	17.7	new	202104102310	202803080555	false
19474	11.2	new	202209171015	202609171003	false
19480	12.9	new	202305291859	202805092320	false
19507	11.1	new	202009240149	202802141201	true
19508	11.1	new	202108011719	202610012147	false
19756	12.1	new	202303110716	202703310033	false
19790	10.5	new	202110310929	202803200030	false
19978	14.7	new	202303152250	202610301336	false
19980	15.0	new	202108091336	202707240439	false
19982	10.2	new	202201271721	202712150032	false
19757	18.7	new	202111230635	202711061101	false
19791	16.2	new	202111140920	202708070133	true
19977	15.3	new	202212240315	202607290535	false
19979	13.5	new	202012140156	202706101409	false
19981	16.2	new	202008250101	202609242146	true
18870	10.5	new	202204262315	202805251028	false
19132	11.7	new	202209011551	202803261905	true
19163	18.0	new	202212131118	202709261044	false
19169	14.8	new	202209281413	202608170326	false
19445	13.5	new	202210100301	202710222234	false
19472	14.1	new	202206230206	202803191637	true
19477	15.1	new	202203101224	202608181639	false
19509	14.2	new	202009172112	202607141730	false
20142	18.2	used	202209101455	202806091327	false
20143	15.6	used	202109202016	202805090644	false
19091	19.5	new	202104281422	202612151203	false
19105	13.9	used	202012240855	202710021906	false
19113	10.5	new	202204150434	202608291128	false
19116	13.6	new	202108050753	202701122345	true
19167	11.4	new	202204300502	202702280054	false
19092	16.3	new	202306272132	202611220203	false
19096	10.9	new	202202170059	202712201057	false
19114	18.2	new	202009181148	202611210116	false
19165	20.0	new	202101150848	202706192152	false
20647	16.4	new	202209290642	202712150219	false
20773	14.0	used	202111120127	202704150728	false
20775	10.3	new	202203052223	202802070458	false
20791	17.5	new	202112170204	202707200332	true
20795	18.9	new	202102271821	202705181649	false
20910	19.7	new	202304011319	202710241058	true
20944	11.5	new	202108272139	202610130347	false
21114	15.6	new	202208301133	202708012131	false
21116	12.1	new	202103220226	202707130530	false
21128	10.5	new	202108110731	202805230336	false
21132	17.1	new	202106041555	202804281647	false
21140	10.9	new	202109301853	202608240617	true
21144	18.3	used	202305150659	202804120555	false
21164	15.5	used	202209251703	202806182037	false
21168	18.1	new	202203022244	202702020307	false
21198	16.8	new	202111091511	202703292100	false
21232	18.6	new	202305240149	202802052317	false
20907	18.5	new	202212280158	202712061327	false
21113	14.7	new	202212221554	202609140239	false
21115	10.0	new	202011151458	202801140929	false
21129	17.9	new	202209120731	202608252240	false
21131	13.8	used	202012050155	202708132316	false
20429	17.0	new	202303210930	202609221719	false
20431	10.8	new	202202261341	202712260222	true
20433	14.9	new	202305280920	202806071111	false
20435	16.3	new	202306110111	202703151437	false
20648	14.8	new	202009242028	202608081038	false
20786	18.6	new	202201201842	202704110322	false
20792	10.6	new	202301201932	202806052208	false
20800	13.7	new	202107291453	202709022218	false
21171	18.8	new	202305201226	202704230306	false
21193	19.9	new	202302171345	202708170633	false
21545	16.0	used	202205050755	202701161244	false
21547	15.8	used	202102211205	202609181223	true
21556	10.6	new	202207201547	202804260638	false
21557	18.7	new	202111091950	202612052050	false
21566	17.3	new	202104131536	202707111827	false
21567	17.7	used	202107242350	202608020311	false
21572	10.2	new	202109251159	202705280436	false
21583	13.8	new	202103292204	202707220219	false
21584	16.3	new	202106260944	202611181655	false
21588	11.9	new	202103171652	202703290137	false
21597	12.0	new	202209162010	202806162246	false
21600	17.3	new	202010130738	202712021814	false
21633	16.1	new	202010051844	202805141354	true
21636	16.8	new	202109290145	202704122308	false
20430	18.5	new	202207012341	202712140338	true
20432	14.0	new	202101071650	202702071617	false
20434	10.1	new	202110150537	202801181323	false
20438	16.5	new	202009301300	202712210907	false
20488	12.5	new	202302081054	202612180932	false
22100	13.0	used	202101062245	202803081355	false
22118	10.3	new	202106110540	202710240132	false
22120	19.2	new	202110262013	202804201055	false
22266	17.9	new	202011221344	202712221221	false
22375	13.2	new	202106232148	202710222054	true
22528	15.8	used	202103100112	202806031233	false
22542	19.1	new	202206040017	202703201644	true
22544	14.3	used	202302101931	202612061548	false
22548	10.9	new	202108090934	202612120559	false
22556	18.6	new	202211040345	202709190506	false
22558	15.1	new	202208122049	202712290549	false
22562	14.2	new	202207031551	202707222102	true
22566	17.4	new	202101232104	202804270540	true
22570	16.2	new	202303310704	202703250307	false
22574	17.4	new	202203050442	202801242105	false
22578	11.5	new	202209221651	202801051606	false
22580	10.6	new	202101311935	202702100921	false
22586	17.7	new	202008060817	202610151333	false
22592	12.4	new	202008310808	202707090046	false
22594	15.7	new	202304301611	202610031117	false
22602	13.1	used	202108060322	202705130513	false
22604	15.6	new	202110160709	202708171737	false
22608	16.5	new	202210110312	202608012131	false
22610	13.5	new	202109061256	202707030438	false
22614	19.1	new	202108121551	202707091606	false
22616	12.7	used	202212111759	202607272012	false
22622	14.4	new	202012161806	202707171522	false
22624	12.3	new	202211030242	202708192340	false
22626	12.1	new	202109150942	202607100841	false
22628	10.6	new	202107021340	202701150136	false
22630	14.7	new	202109140517	202804221457	true
22634	10.8	new	202008291722	202804212227	false
22638	13.7	used	202210140707	202802280616	false
22642	13.0	new	202111141814	202707231927	true
22644	15.3	new	202112062228	202709211727	false
22648	19.7	new	202203142240	202706192357	false
22654	18.2	new	202102061651	202607271239	true
22662	12.5	new	202107151633	202709112134	true
22668	14.6	new	202111160424	202611270211	false
22672	15.4	new	202207092046	202609060929	true
22676	17.0	used	202206200303	202712021712	false
22678	10.5	new	202009282216	202608070225	false
22680	10.4	new	202207261148	202707240922	true
22686	10.1	new	202203041447	202802081616	false
22688	17.4	new	202011170647	202711210837	false
22694	11.6	new	202109130714	202710280709	false
22696	19.4	new	202106150320	202802100743	false
22698	15.9	new	202103111436	202712082315	false
22700	19.2	new	202008250629	202706041046	false
22702	14.0	new	202204090022	202802201134	false
22210	12.5	used	202208220852	202707170249	false
22250	19.1	new	202201021906	202804191507	false
22388	16.6	new	202303061128	202707211039	true
22390	15.8	new	202112210359	202707220733	false
22438	12.9	used	202304020658	202701060123	false
22468	14.0	new	202301091759	202804090558	false
22525	10.0	new	202202142058	202711260849	false
22531	18.2	new	202101082234	202607211841	false
21710	19.5	new	202201151817	202710140433	false
21726	15.2	new	202010281330	202706110314	false
21742	17.3	new	202306210542	202706210455	false
21748	11.2	used	202107191631	202706291720	false
21752	12.7	new	202011211043	202705241222	false
21764	11.9	new	202207010343	202612062057	false
21770	10.0	new	202108090438	202705021310	false
21778	15.5	new	202111031927	202712301017	false
21819	15.9	new	202209062147	202805210733	false
21835	17.5	new	202203281217	202803251747	false
21868	14.9	new	202107041719	202610090337	false
21876	13.5	new	202304080936	202703240835	true
22109	10.8	new	202102280926	202610300702	false
22119	14.4	new	202205100823	202610060137	false
22127	10.4	new	202202011735	202803221921	false
22543	12.1	new	202108191946	202806192023	false
22545	11.8	new	202306211531	202702040218	false
22547	19.2	new	202008100035	202607170112	false
22549	12.4	used	202207261941	202609200104	false
22555	10.2	new	202102161403	202802120656	false
22557	15.5	new	202305112048	202804071612	false
22559	15.0	new	202304070153	202607180920	false
22561	11.4	new	202203052234	202805060350	true
22563	19.3	new	202106220436	202801260022	true
22565	10.1	new	202306060031	202712291229	false
22569	18.4	new	202009152311	202608110655	false
22571	12.3	new	202208291527	202707241332	false
22573	15.8	new	202204192136	202704080607	false
22575	18.7	new	202206020132	202801060902	false
22577	16.8	used	202302060519	202707030221	false
22579	15.7	new	202008180006	202804100051	true
22581	15.2	new	202202121331	202802250808	false
22583	12.0	new	202206052221	202708300635	false
22585	18.2	new	202106172134	202801110018	false
22591	10.3	new	202105070129	202709151040	false
22593	20.0	new	202105281117	202702060902	false
22597	14.5	new	202012111139	202705112105	true
22609	16.0	new	202206130856	202609100925	false
22613	14.7	new	202109231937	202712122311	false
22615	17.6	new	202208201323	202804300303	false
22617	12.8	new	202104030608	202801070523	true
22619	14.9	new	202207271911	202709080917	false
22625	15.8	new	202108051715	202701170346	false
22631	19.1	new	202009262221	202806221811	false
22635	13.2	new	202108031301	202607271039	false
22637	18.6	new	202307061154	202710211617	false
22639	17.0	new	202108121945	202703261021	false
22641	11.7	new	202101210824	202802110325	false
22643	12.9	new	202110012147	202608280359	true
22645	14.7	new	202012250742	202710161825	false
22653	17.3	new	202106080745	202806070957	false
22659	17.3	new	202306021858	202608311130	false
22665	17.7	new	202301141229	202806230231	false
22669	16.5	new	202212060017	202610090543	false
22671	17.8	new	202302050618	202612270248	false
22675	17.0	new	202009040925	202703070042	false
22679	19.5	new	202212100820	202607160646	false
22695	17.6	new	202101291751	202709201821	false
22701	16.9	new	202306272132	202612220901	false
22703	19.2	new	202110080454	202609071453	false
22716	17.5	new	202103150115	202803131040	false
22720	17.9	new	202112292008	202706111216	false
22722	14.7	new	202201172053	202703051324	false
22728	10.4	new	202304110439	202709010416	false
22730	18.2	used	202306110215	202701191255	false
22732	11.9	new	202203030152	202612022156	false
22736	10.8	new	202209010353	202706100525	false
22748	16.8	new	202304201730	202609101952	false
22752	13.0	new	202202230418	202801260058	false
22758	12.0	new	202204281114	202707050831	false
22760	17.2	new	202305261339	202607280035	false
22766	14.9	new	202205250805	202709192329	false
22768	12.7	used	202306241710	202711041725	false
22784	13.5	new	202211201420	202708021735	false
22918	16.1	new	202106301652	202805040141	false
22919	11.6	new	202304011735	202707231136	false
22925	13.5	new	202108231521	202702030028	false
22926	18.4	new	202202060644	202610060002	false
22927	16.1	new	202104251331	202711010614	false
22936	12.5	new	202208200719	202712042335	false
22715	16.2	new	202307061349	202710012017	false
22741	10.8	used	202210162010	202805100903	false
22749	10.9	new	202303181447	202805160749	false
22781	18.7	used	202210190758	202803221955	false
22811	15.7	new	202202131246	202610312013	false
22973	16.6	new	202208090124	202802080225	false
22980	18.9	new	202012271846	202609221316	false
22995	17.7	new	202207090821	202706240635	true
22997	10.6	new	202207112210	202801011924	false
22998	15.0	new	202207061334	202804140339	true
22999	12.9	new	202108100314	202711050440	true
23007	17.4	new	202009301405	202801051716	false
23008	12.7	new	202011091035	202804071801	false
23012	11.1	new	202105181435	202708041741	false
23013	12.7	new	202106100024	202710072015	true
23016	17.3	new	202012080209	202702141951	false
23018	15.0	new	202304140847	202608262032	false
23019	17.5	new	202303220056	202709051648	false
23033	10.1	used	202010220217	202708220059	false
23048	19.3	new	202101072101	202701020004	false
21711	12.6	new	202209031449	202705052001	true
21727	11.4	new	202203151253	202806172044	false
21731	18.9	new	202303310003	202802261357	true
21753	11.0	new	202207160441	202701232341	true
21777	14.4	used	202110172223	202801201146	true
21792	10.3	new	202209150311	202709051507	false
21818	18.3	new	202201061708	202804241034	false
21849	16.2	new	202205271631	202712251903	false
21867	11.6	new	202108061121	202708201443	false
21869	16.4	new	202204270454	202703051935	false
21877	15.4	new	202011022056	202704151436	false
21893	18.0	new	202306022006	202802140706	true
21914	14.6	new	202111242020	202609251414	false
21932	10.7	new	202109181625	202712070954	false
2621	15.5	used	202112170851	202711232358	true
2769	12.6	new	202010151715	202609190243	true
2773	10.2	new	202207270013	202801110011	false
2808	17.6	new	202107050706	202611130146	false
2827	14.4	new	202011271337	202710142054	false
2833	17.0	new	202206142151	202702272032	false
2850	12.0	new	202105071439	202608091857	false
006	15.4	new	202106041756	202704221154	false
013	11.4	new	202203122200	202711180517	false
112	15.3	new	202201101946	202612120706	false
232	11.3	new	202111240302	202705010729	false
839	17.1	new	202204121407	202806081655	false
1007	10.1	new	202011112125	202709132244	false
1390	12.8	new	202303220354	202804091622	true
1651	19.4	used	202010312149	202704181322	false
1678	16.3	new	202302230949	202611201721	false
1835	18.5	new	202011220809	202609021922	false
23061	18.6	new	202010040656	202706061039	false
23073	13.0	new	202010101620	202711212203	false
23077	19.9	new	202206270507	202607141548	false
23081	19.3	new	202101250906	202707221632	false
23087	14.0	new	202304180810	202707011841	false
23099	19.4	new	202009070901	202610062310	false
23112	17.3	new	202110160709	202612122214	false
23124	10.2	new	202203030736	202609300850	false
