category_id	name	parent_category_id	breadcrumb	sequence	url	primary_category	
117119	Jams and Spreads	117107	/116732/117107/117119	12	https://www.worldmarket.com/category/food-and-drink/food/jams-spreads.do	true	
117120	Spices and Seasonings	117107	/116732/117107/117120	11	https://www.worldmarket.com/category/food-and-drink/food/spices-seasonings.do	true	
117121	Condiments and Sauces	117107	/116732/117107/117121	10	https://www.worldmarket.com/category/food-and-drink/food/condiments-sauces.do	true	
117122	Oil and Vinegar	117121	/116732/117107/117121/117122	0	https://www.worldmarket.com/category/food-and-drink/food/condiments-sauces/oil-vinegar.do	true	
117123	Hot Sauce	117121	/116732/117107/117121/117123	117123	https://www.worldmarket.com/category/food-and-drink/food/condiments-sauces/hot-sauce.do	true	
117124	Meats, Fish and Cheese	117107	/116732/117107/117124	3	https://www.worldmarket.com/category/food-and-drink/food/meats-cheese.do	true	
117125	Pasta and Grains	117107	/116732/117107/117125	1	https://www.worldmarket.com/category/food-and-drink/food/pasta-grains.do	true	
117126	Gluten-Free Food	117107	/116732/117107/117126	8	https://www.worldmarket.com/category/food-and-drink/food/gluten-free.do	true	
117127	Soups	117107	/116732/117107/117127	2	https://www.worldmarket.com/category/food-and-drink/food/soups.do	true	
117128	Meals	117107	/116732/117107/117128	0	https://www.worldmarket.com/category/food-and-drink/food/meals.do	true	
117129	Snacks	117107	/116732/117107/117129	4	https://www.worldmarket.com/category/food-and-drink/food/snacks.do	true	
117130	Chips	117129	/116732/117107/117129/117130	0	https://www.worldmarket.com/category/food-and-drink/food/snacks/chips.do	true	
117131	Pretzels	117129	/116732/117107/117129/117131	117131	https://www.worldmarket.com/category/food-and-drink/food/snacks/pretzels.do	true	
117132	Jerky	117129	/116732/117107/117129/117132	117132	https://www.worldmarket.com/category/food-and-drink/food/snacks/jerky.do	true	
117133	Dried Fruit	117129	/116732/117107/117129/117133	117133	https://www.worldmarket.com/category/food-and-drink/food/snacks/dried-fruit.do	true	
117134	Nuts	117129	/116732/117107/117129/117134	117134	https://www.worldmarket.com/category/food-and-drink/food/snacks/nuts.do	true	
117135	Popcorn	117129	/116732/117107/117129/117135	117135	https://www.worldmarket.com/category/food-and-drink/food/snacks/popcorn.do	true	
117136	Crackers	117129	/116732/117107/117129/117136	117136	https://www.worldmarket.com/category/food-and-drink/food/snacks/crackers.do	true	
117137	Dips and Salsa	117129	/116732/117107/117129/117137	117137	https://www.worldmarket.com/category/food-and-drink/food/snacks/dips-salsa.do	true	
117138	Breakfast	117107	/116732/117107/117138	5	https://www.worldmarket.com/category/food-and-drink/food/breakfast.do	true	
117139	Drink	116732	/116732/117139	6	https://www.worldmarket.com/category/food-and-drink/drink.do	true	
117140	Coffee	117139	/116732/117139/117140	0	https://www.worldmarket.com/category/food-and-drink/drink/coffee.do	true	
117141	Tea	117139	/116732/117139/117141	2	https://www.worldmarket.com/category/food-and-drink/drink/tea.do	true	
117142	Cocoa	117139	/116732/117139/117142	3	https://www.worldmarket.com/category/food-and-drink/drink/cocoa.do	true	
117143	Juice, Soda & Water	117139	/116732/117139/117143	4	https://www.worldmarket.com/category/food-and-drink/drink/juice-soda-water.do	true	
117144	Drink Mixes and Syrups	117139	/116732/117139/117144	5	https://www.worldmarket.com/category/food-and-drink/drink/drink-mixes.do	true	
117145	Single Serve Coffee	117139	/116732/117139/117145	1	https://www.worldmarket.com/category/food-and-drink/drink/single-serve-coffee.do	true	
117146	Seasonal Food and Drink	116732	/116732/117146	0	https://www.worldmarket.com/category/food-and-drink/seasonal-food-drink.do	true	
117147	International Favorites	116732	/116732/117147	3	https://www.worldmarket.com/category/food-and-drink/international-favorites.do	true	
117148	British Isles	117147	/116732/117147/117148	0	https://www.worldmarket.com/category/food-and-drink/international-favorites/english-food.do	true	
117149	Cuban	117147	/116732/117147/117149	117149	https://www.worldmarket.com/category/food-and-drink/international-favorites/cuban.do	false	
117150	French	117147	/116732/117147/117150	117150	https://www.worldmarket.com/category/food-and-drink/international-favorites/french-food.do	true	
117151	Italian	117147	/116732/117147/117151	117151	https://www.worldmarket.com/category/food-and-drink/international-favorites/italian-food.do	true	
117152	German	117147	/116732/117147/117152	117152	https://www.worldmarket.com/category/food-and-drink/international-favorites/german-food.do	true	
117153	Hawaiian	117147	/116732/117147/117153	117153	https://www.worldmarket.com/category/food-and-drink/international-favorites/hawaiian-food.do	true	
117154	American Southern	117147	/116732/117147/117154	117154	https://www.worldmarket.com/category/food-and-drink/international-favorites/american-southern.do	true	
117155	European	117147	/116732/117147/117155	117155	https://www.worldmarket.com/category/food-and-drink/international-favorites/european-food.do	true	
117156	Eastern European	117147	/116732/117147/117156	117156	https://www.worldmarket.com/category/food-and-drink/international-favorites/eastern-european.do	true	
117157	Scottish	117147	/116732/117147/117157	117157	https://www.worldmarket.com/category/food-and-drink/international-favorites/scottish.do	true	
117158	Asian	117147	/116732/117147/117158	117158	https://www.worldmarket.com/category/food-and-drink/international-favorites/asian-food.do	true	
117159	Japanese	117147	/116732/117147/117159	117159	https://www.worldmarket.com/category/food-and-drink/international-favorites/japanese-food.do	true	
117160	Middle Eastern	117147	/116732/117147/117160	117160	https://www.worldmarket.com/category/food-and-drink/international-favorites/middle-eastern-food.do	true	
117161	Australian	117147	/116732/117147/117161	117161	https://www.worldmarket.com/category/food-and-drink/international-favorites/australian-food.do	true	
117162	Indian	117147	/116732/117147/117162	117162	https://www.worldmarket.com/category/food-and-drink/international-favorites/indian-food.do	true	
117163	Iberian Peninsula	117147	/116732/117147/117163	117163	https://www.worldmarket.com/category/food-and-drink/international-favorites/iberian-peninsula.do	true	
117164	Mexican	117147	/116732/117147/117164	117164	https://www.worldmarket.com/category/food-and-drink/international-favorites/mexican.do	true	
117165	Shop by Brand	116732	/116732/117165	10	https://www.worldmarket.com/category/food-and-drink/shop-by-brand.do	true	
117166	Biscoff	117165	/116732/117165/117166	0	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/biscoff.do	false	
117168	Bundaberg	117165	/116732/117165/117168	117168	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/bundaberg.do	false	
117169	Cadbury	117165	/116732/117165/117169	117169	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/cadbury.do	false	
117170	Cafe Du Monde	117165	/116732/117165/117170	117170	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/cafe-du-monde.do	false	
117171	Carr's	117165	/116732/117165/117171	117171	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/carrs.do	false	
117173	Ghirardelli Chocolate	117165	/116732/117165/117173	117173	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/ghirardelli.do	false	
117174	Haribo	117165	/116732/117165/117174	117174	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/haribo.do	false	
117175	Heinz	117165	/116732/117165/117175	117175	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/heinz.do	false	
117176	Hi Chew	117165	/116732/117165/117176	117176	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/hi-chew.do	false	
117177	Illy Coffee	117165	/116732/117165/117177	117177	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/illy-coffee.do	false	
117178	Jelly Belly	117165	/116732/117165/117178	117178	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/jelly-belly.do	false	
117179	Kettle Chips	117165	/116732/117165/117179	117179	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/kettle-chips.do	false	
117180	Kinder Chocolate	117165	/116732/117165/117180	117180	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/kinder.do	false	
117182	Lindt Chocolate	117165	/116732/117165/117182	117182	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/lindt.do	false	
117183	Lowell	117165	/116732/117165/117183	117183	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/lowell.do	false	
117184	Mackays	117165	/116732/117165/117184	117184	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/mackays.do	false	
117185	Maggi	117165	/116732/117165/117185	117185	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/Maggi.do	false	
117186	Maltesers	117165	/116732/117165/117186	117186	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/maltesers.do	false	
117187	Mcvities	117165	/116732/117165/117187	117187	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/mcvities.do	false	
117189	Milka	117165	/116732/117165/117189	117189	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/milka.do	false	
117190	Numi Tea	117165	/116732/117165/117190	117190	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/numi-tea.do	false	
117191	Original New York Seltzer	117165	/116732/117165/117191	117191	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/new-york-seltzer.do	false	
117192	Pop Rocks	117165	/116732/117165/117192	117192	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/pop-rocks.do	false	
117193	Ramune	117165	/116732/117165/117193	117193	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/ramune.do	false	
117194	Riegelein Chocolate	117165	/116732/117165/117194	117194	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/riegelein.do	false	
117195	Ritter	117165	/116732/117165/117195	117195	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/ritter.do	false	
117196	Sahale Snacks	117165	/116732/117165/117196	117196	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/sahale-snacks.do	false	
117198	Tabasco	117165	/116732/117165/117198	117198	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/tabasco.do	false	
117199	The Republic Of Tea	117165	/116732/117165/117199	117199	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/republic-of-tea.do	false	
117200	Tim Tam	117165	/116732/117165/117200	117200	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/tim-tam.do	false	
117201	Toblerone Chocolate	117165	/116732/117165/117201	117201	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/toblerone.do	false	
117202	Torani Syrup	117165	/116732/117165/117202	117202	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/torani.do	false	
117203	Twinings Tea	117165	/116732/117165/117203	117203	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/twinings-tea.do	false	
117204	Utz	117165	/116732/117165/117204	117204	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/utz.do	false	
117205	Vegemite	117165	/116732/117165/117205	117205	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/vegemite.do	false	
117206	Walkers Shortbread	117165	/116732/117165/117206	117206	https://www.worldmarket.com/category/food-and-drink/shop-by-brand/walkers.do	false	
117209	World Market's Own	116732	/116732/117209	8	https://www.worldmarket.com/category/food-and-drink/world-markets-own.do	true	
117210	Entertaining	117209	/116732/117209/117210	0	https://www.worldmarket.com/category/food-and-drink/world-markets-own/entertaining.do	false	
117211	Pastas and Pasta Sauces	117209	/116732/117209/117211	117211	https://www.worldmarket.com/category/food-and-drink/world-markets-own/pasta-sauces.do	false	
117212	Soups	117209	/116732/117209/117212	117212	https://www.worldmarket.com/category/food-and-drink/world-markets-own/soups.do	false	
117213	Jams and Spreads	117209	/116732/117209/117213	117213	https://www.worldmarket.com/category/food-and-drink/world-markets-own/jams-spreads.do	false	
117214	Herbs and Spices	117209	/116732/117209/117214	117214	https://www.worldmarket.com/category/food-and-drink/world-markets-own/herbs-spices.do	false	
117215	Coffee, Tea and Cocoa	117209	/116732/117209/117215	117215	https://www.worldmarket.com/category/food-and-drink/world-markets-own/coffee-tea-cocoa.do	false	
117216	Sodas	117209	/116732/117209/117216	117216	https://www.worldmarket.com/category/food-and-drink/world-markets-own/sodas.do	false	
117217	Chocolate and Candy	117209	/116732/117209/117217	117217	https://www.worldmarket.com/category/food-and-drink/world-markets-own/chocolate-candy.do	false	
117218	Cookies and Wafers	117209	/116732/117209/117218	117218	https://www.worldmarket.com/category/food-and-drink/world-markets-own/cookies-wafers.do	false	
117219	Snacks	117209	/116732/117209/117219	117219	https://www.worldmarket.com/category/food-and-drink/world-markets-own/snacks.do	false	
117220	Oils and Vinegars	117209	/116732/117209/117220	117220	https://www.worldmarket.com/category/food-and-drink/world-markets-own/oil-vinegars.do	false	
117227	Gourmet Miniatures	116732	/116732/117227	13	https://www.worldmarket.com/category/food-and-drink/gourmet-miniatures.do	true	
117228	Gourmet Gift Sets	116732	/116732/117228	14	https://www.worldmarket.com/category/food-and-drink/gourmet-gift-sets.do	true	
117229	Wine, Beer & Spirits	116732	/116732/117229	12	https://www.worldmarket.com/category/food-and-drink/wine-beer.do	true	
117230	Wine	117229	/116732/117229/117230	0	https://www.worldmarket.com/category/food-and-drink/wine-beer/wine.do	true	
117231	Beer	117229	/116732/117229/117231	117231	https://www.worldmarket.com/category/food-and-drink/wine-beer/beer.do	true	
117232	Spirits	117229	/116732/117229/117232	117232	https://www.worldmarket.com/category/food-and-drink/wine-beer/spirits.do	true	
117233	Easy Entertaining	116732	/116732/117233	9	https://www.worldmarket.com/category/food-and-drink/easy-entertaining.do	true	
117234	Healthy Pantry	116732	/116732/117234	7	https://www.worldmarket.com/category/food-and-drink/healthy-eating.do	true	
117235	Shop All Food & Drink	116732	/116732/117235	2	https://www.worldmarket.com/category/food-and-drink/all.do	true	
117236	Shop All Jewelry & Clothing	116733	/116733/117236	2	https://www.worldmarket.com/category/jewelry-clothing/all.do	true	
117237	Necklaces	116733	/116733/117237	8	https://www.worldmarket.com/category/jewelry-clothing/necklaces.do	true	
116939	Wall Candle Sconces	116899	/116728/116899/116939	9	https://www.worldmarket.com/category/home-decor-pillows/wall-art-decor/candle-sconces.do	true	
116940	Candles and Candle Holders	116728	/116728/116940	10	https://www.worldmarket.com/category/home-decor-pillows/candles-holders.do	true	
116941	Candles	116940	/116728/116940/116941	1	https://www.worldmarket.com/category/home-decor-pillows/candles-holders/candles.do	true	
